,comments,notes,hotel_name
281," Surtout le personnel très sympathique et serviable, et équipements de qualité",9.0,HOTEL MAKARIM TETOUAN
282," Propreté, gentillesse du personnel, vue de l'hôtel.
Chapeaux bas au gestionnaire de l'hôtel.",8.0,HOTEL MAKARIM TETOUAN
283," La propreté, la gentillesse de l’équipe le petit-déjeuner l’emplacement de l’hotel ,le wifi tout.",10.0,HOTEL MAKARIM TETOUAN
284," - la propreté
- le service",10.0,HOTEL MAKARIM TETOUAN
285," Personnel chaleureux et accueillant 
Propreté excellente",9.0,HOTEL MAKARIM TETOUAN
286," Accueille très chaleureux, très bon hôtel",9.0,HOTEL MAKARIM TETOUAN
287," Le personnel était très accueillant , souriant , serviable principalement la fille a la réception ,une chambre très calme ainsi que propre , avec un très bon emplacement , avec un parking a l’entre et un cafe au rez de chaussée qui permet une livraison rapide a tout moment",10.0,HOTEL MAKARIM TETOUAN
288," La fille de l'accueil est trop sympa/professionnelle.
Les chambres sont propres.
Le petit déjeuner est frais",10.0,HOTEL MAKARIM TETOUAN
289, Excellent accueil et très bon service,10.0,Al Jasira Hotel
290, accès facile,7.0,Al Jasira Hotel
291, Bien l'emplacement un peu loin de la côte mais c'est beaucoup plus l'accueil et la propreté que nous avons aimé,8.0,Al Jasira Hotel
292, L'e quipe,8.0,Al Jasira Hotel
293," La gentillesse du personnel
La petite piscine bien entretenue
Le petit dej",7.0,Al Jasira Hotel
294," Accueil, confort, position, propreté",9.0,Al Jasira Hotel
295, Tout prêt de la plage,8.0,Al Jasira Hotel
296," La chambre est spacieuse ,propre,calme, avec vue sur piscine,l'emplacement de l'hôtel est superbe, le personnel aussi est serviable et souriant",8.0,Al Jasira Hotel
297, Propreté personnel très sympa surtout inass,9.0,Al Jasira Hotel
298, Confort,8.3,Al Jasira Hotel
299, Personnel très attentionné et agréable.,10.0,San Mao Sahara
300," Parking devant l'hôtel surveillé par caméra. Très bon accueil. Chambre très propre et draps/essuis changés quotidiennement. Climatisation, TV satellite, douche, WC.
Petit déjeuner copieux. Moustiquaire.",9.0,San Mao Sahara
301, Le petit dej,7.0,San Mao Sahara
302, Tout,9.0,San Mao Sahara
303, Petit déjeuner,7.0,San Mao Sahara
304,Ce commentaire n'apparaît pas car il ne respecte pas notre charte.,9.0,San Mao Sahara
305, Le patron et son équipe sont excellent l'emplacement pour ce qui utilise le transport commun est excellent juste a côté de la gare routière,8.0,San Mao Sahara
306," Les chambres sont hyper cozys, bien aménagées, propres, sobres, il y avait des couvertures supplémentaires et l’hôtel, pour ma surprise, est juste devant la gare routière - ce qui est bien pratique pour ceux qui comptent se rendre à Dakhla (je le conseille de le faire en bus, car la route est ennuyante et très mal desservie en stations services) -, la poste, bien servi par le bus et les taxis. 
Le personnel est super sympathique et attentionné.",9.0,San Mao Sahara
307, L'accueil et L'hospitalité du personnel.,9.0,San Mao Sahara
308, Propre et petit déjeuner,8.0,San Mao Sahara
309, Le personnel super accueillant,10.0,Hotel Rimal Sahara
310, L’emplacement d’hôtel et le bon accueil par les personnels,5.0,Hotel Rimal Sahara
311,"N'a pas aimé
 · Nous avions réservé une chambre 2 adultes et 2 enfants et la chambre ne correspondait pas car on n y avait que 3 petits lits",5.0,Hotel Rimal Sahara
312, Le parking,5.4,Hotel Rimal Sahara
313," Rien, impossible de dormir, hôtel à proximité de la gare routière et pas de climatisation.",3.0,Hotel Rimal Sahara
314, Le calme et l'accueil de la réception excellent,2.0,Hotel Rimal Sahara
315,"N'a pas aimé
 · Le gérant n'est pas très cool, il ne respecte pas la vie privée des clients.",1.0,Hotel Rimal Sahara
316, Rien,3.0,Hotel Rimal Sahara
317," The location is just across from the main Laayoune bus terminal making it ideal of travelers. Laâyoune is a pretty cheap city and public transport is easy, safe, and convenience. This hotel is fairly priced, the beds are firm and comfortable, the pillows were so fluffy and soft. Azzdine is very welcoming and tried to help us despite some language difference. They have an amazing roofdeck, I hope they can put lounge chairs up there.",8.0,Hotel Rimal Sahara
318, The facility for check in,8.0,Hotel Rimal Sahara
319," C est modeste mais accueillent ,l ensemble est simple mais pour une nuit après une longue route c est parfait ,je pas prendre les ch au dessus de l accueil c est bouillant ou alors au 2en le plat reste correcte 10 eur entrée plat +1eau correcte ,petit dej bien café pain confiture beurre ,vache qui rie ,la machine pour les jus d orange ne marchait plus le personnel est très gentil",9.2,Hotel Barbas
320, Très bien situé pour passer la frontière le matin,6.0,Hotel Barbas
321, L'accueil et le personnel très sympa et arrangeant,5.0,Hotel Barbas
322," L’architecture, la décoration",6.2,Hotel Barbas
323,"N'a pas aimé
 · Le serveur a tenté de nous escroquer de 2 dhrm",5.4,Hotel Barbas
324, Bonne escal avant la frontière.,7.5,Hotel Barbas
325,"N'a pas aimé
 · Le prix ne correspondait pas au montant affiché lors de la réservation...
5 € en plus....
Du vol à mon avis....",1.0,Hotel Barbas
326, La situation géographique,3.0,Hotel Barbas
327, Les chambres sont très petites et le soir c’est impossible de dormir à cause du bruit car sous la voûte les gens se rassemblent pour discuter et cela résonne beaucoup et donc très bruyant pas de climatisation non plus,1.0,Hotel Barbas
328,"N'a pas aimé
 · Repas qualité moyenne avec les mouches.
Le chef est ... absent.",4.6,Hotel Barbas
329," Je suis MADAME Jaouhari de marrakech, j ai résider 4 jours dans cet hôtel Lakouara . 
Je vous assure que le personnel ( ssi hassan toujours souriant, mouh et lghali, la femme de ménage LATIFA aussi sont très sympa) sont souriant et compréhensifs , hotel même si il est vieux mais très propre, confortable, très très calme, vraiment c est près de tous dans un Cartier administrative, si vous voulez rester tranquille et bien dormir, calme et propre n'hésitez plus à réserver à LAKOUARA. AUSSI LE LIT LE WIFI LA TÉLÉ , TRES BIEN TOUS EST BIEN . JE LE NOTE A 10/10 .",10.0,HOTEL LAKOUARA
330,"N'a pas aimé
 · Manque les produits d’hygiène et un peu à l’ancienne",8.0,HOTEL LAKOUARA
331, L’emplacement,7.0,HOTEL LAKOUARA
332, Chambre propre et confortable,8.0,HOTEL LAKOUARA
333, La grandeur de la chambre,7.0,HOTEL LAKOUARA
334, L'accueil et le personnel très sympa et arrangeant,5.8,HOTEL LAKOUARA
335, Laayoune,8.0,HOTEL LAKOUARA
336," La place était sécurisée sur une grande avenue devant la préfecture de police, les employés étaient très serviable, souriant et répondait à tous nos question",7.1,HOTEL LAKOUARA
337, L'accueil. Personnel très professionnel.,7.9,HOTEL LAKOUARA
338, Le personnel était serviable,5.8,HOTEL LAKOUARA
339," le personel
petit dejeuner
l 'emplacement
la propreté",10.0,HOTEL CHOUMIS HAj MESSAOUD
340," Hôtel conforme aux attentes de sa catégorie. Personnel attentionné, très serviable qui s'est mobilisé pour nous trouver des taxis au quotidien et nous organiser une navette retour vers l'aéroport. Possibilité de prendre le petit déjeuner sans sortir de l'hôtel dans le café attenant.",8.0,HOTEL CHOUMIS HAj MESSAOUD
341, La disponibilite du personnel,8.0,HOTEL CHOUMIS HAj MESSAOUD
342, Les personnelles est sont sympas,6.0,HOTEL CHOUMIS HAj MESSAOUD
343," Personnel très aimable 
Lit confortable",6.0,HOTEL CHOUMIS HAj MESSAOUD
344,"N'a pas aimé
 · Bjr . pour le hôtel choumis a Larache plein des insectes climatisation souffle que de l'air chaud les serviettes (torchon). 600MAD (57€)  c'est trop chère pour la situation est la catégorie de l'hôtel",2.0,HOTEL CHOUMIS HAj MESSAOUD
345," Nice easy location to the town centre, and nice spacious rooms",10.0,HOTEL CHOUMIS HAj MESSAOUD
346," Amabilidad, amplitud de la habitación y del resto del hotel, limpieza y aire acondicionado. El desayuno fue también bastante bueno.",8.0,HOTEL CHOUMIS HAj MESSAOUD
347, اشكر القائمين على تسيير الفندق لانهم اهتموا بظروفي المادية حجزت في مؤسستهم بسعر جدا مناسب لي,10.0,HOTEL CHOUMIS HAj MESSAOUD
348, Le cadre et la gentillesse du personnel,10.0,Hotel Salama STE SAL- AMA SUD SARL AU
349, Parfait,10.0,Hotel Salama STE SAL- AMA SUD SARL AU
350, L'hotel a un charme désuet mais personnel hotel et restaurant à nos petits soins .pour un prix modique tres bon repas et hebergemento,8.0,Hotel Salama STE SAL- AMA SUD SARL AU
351, Personnel tres cool,8.0,Hotel Salama STE SAL- AMA SUD SARL AU
352," situation en plein coeur de Tafraout et pourtant peu de bruit. Chambres confortables que l'on pouvait chauffer, ce qui n'est pas le cas partout à cette saison. C'est absolument indispensable. Restaurant très bien pour le dîner. Petit déjeuner agréable et copieux.",8.0,Hotel Salama STE SAL- AMA SUD SARL AU
353," Mssemen excellent
Emplacement super bien",9.0,Hotel Salama STE SAL- AMA SUD SARL AU
354," Tres bon emplacement, personnel a l'ecoute, bon petit dejeuner.",8.0,Hotel Salama STE SAL- AMA SUD SARL AU
355, L'hôtel Salama est idéalement placé en plein coeur de Tafraout. La vue depuis la petite terrasse attenante à la chambre est splendide. La chambre est confortable et la literie correcte. Le wifi fonctionne bien.,8.0,Hotel Salama STE SAL- AMA SUD SARL AU
356, Thé au chiba en terrasse face au brouillard intense recouvert les collines,9.0,Hotel Salama STE SAL- AMA SUD SARL AU
357, Excellent emplacement et un accueil irréprochable.,8.8,Hotel Salama STE SAL- AMA SUD SARL AU
358," Bon service,propre chambre,personnel accueillant,bon emplacement,",10.0,Hôtel Sable d'Or
359, l’accueil top surtout la dame a la réception,9.0,Hôtel Sable d'Or
360, Nous étions en voyage vers Dahkla et nous étions content d avoir trouvé ce hôtel en plein centre et bien équipé pour notre séjour,9.0,Hôtel Sable d'Or
361, Rien à redire . La chambre et la salle de bain étaient nickel . Le personnel est à l'écoute du client . L'hôtel mérite largement sa 3e étoile.,9.0,Hôtel Sable d'Or
362," Chambre très propre même si de l’ancienne génération 
Café restaurant en bas avec un très bon tagine de poisson 
Le petit déjeuner est correct",9.0,Hôtel Sable d'Or
363," Personnel très sympa, grande chambre, petit déjeuner très bon",8.0,Hôtel Sable d'Or
364," L’emplacement au centre, le restaurant et le personnel sympathique.",7.0,Hôtel Sable d'Or
365, Hôtel agréable et propre et bon accueil de la réception Merci,10.0,Hôtel Sable d'Or
366," Très bonne expérience, aimable personnel,délicieux petit déjeuner, chambre propre et calme.",10.0,Hôtel Sable d'Or
367," Le personnel est accueillant
Le petit déjeuner est standard",5.0,Hôtel Sable d'Or
368, Bon petit déjeuner et diner que nous avons pris sur place. Tout était varié et le service très agréable. Nous avons apprécié le taxi pour les trajets aux alentours.,10.0,Hotel Mandar Saghrou Tazakhte
369, Chambre assez spacieuse mais pas lumineuse.,7.1,Hotel Mandar Saghrou Tazakhte
370, RIEN DU TOUT chambres 32 et 34 le 13/11/2919,2.9,Hotel Mandar Saghrou Tazakhte
371, Rien du tout,2.9,Hotel Mandar Saghrou Tazakhte
372, Gérant sympathique et qui a tenté de résoudre les désagréments rencontrés. Jardin de l’hôtel bien entretenu.,4.6,Hotel Mandar Saghrou Tazakhte
373," Un bel hôtel moderne, bien aménagé, calme, un personnel très accueillant. Chambres très propres et bien équipées. Tout répondait très bien à notre attente",9.6,Hotel Mandar Saghrou Tazakhte
374," Room was very big and clean. Abdelrahman was very gentle and friendly. Pool was very cool, comfortable and child friendly.",10.0,Hotel Mandar Saghrou Tazakhte
375, Clean and spacious room. Nice breakfast.,5.4,Hotel Mandar Saghrou Tazakhte
376," Es lief alles super gerne wieder 
Das Personal war sehr freundlich 
Abendessen TAGIN BERBER sehr lecker",9.0,Hotel Mandar Saghrou Tazakhte
377," Удобное расположение для тех, кто путешествует на машине по окрестностям Уарзазата и долине роз. Дружелюбный персонал, всегда готовы помочь. Своя парковка, никто не вымогает за неё деньги :) За такую цену хороший вариант.",7.9,Hotel Mandar Saghrou Tazakhte
378,"N'a pas aimé
 · Todo limpio. Personal muy agradable la única pega. carece de toallas de baño.",7.0,Hotel Porte Atlas
379, Accueil sympathique. L'endroit est calme.,10.0,Hotel Ribis
380, l’emplacement proche de l’aéroport et le restaurant juste à coté,6.0,Hotel Ribis
381, Motel très propre avec une grande chambre calme et un parking sécurisé. Très bon emplacement pour aller à l aeroport.,8.0,Hotel Ribis
382," Super accueil 
Cadre chouette et propre",8.0,Hotel Ribis
383," L'accueil, la chambre en RDC pour le confort d'uné PMR, le petit déjeuner",8.0,Hotel Ribis
384, Pour le prix c´était parfait. Je faisais une halte pour la nuit et l´hotel était sur ma route. Mais je n´y passerai pas plusieurs jours.,7.0,Hotel Ribis
385, La mise à disposition d'une chambre en rdc pour une personne PMR.,8.0,Hotel Ribis
